"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"Jean Minemann","JEAN'S LOUNGE","113 EAST MYRTLE ST.","BALDWIN","IL","62217","Randolph","120708093","Establishment","08/22/2013",
"JEAN SCHELLENGER LLC","501 BLUES CLUB","1106 NEW TRENTON ROAD","HIGHLAND","IL","62249","Madison","140700693","Establishment","02/26/2014",
"Jears Market Inc.","Biggies","3858 State Route 161","Centralia","IL","62801","Marion","160702780","Establishment","04/21/2017",
"JEC Entertainment, LLC","Norby's Pub","801 W Main St.","Clayton","IL","62324","Adams","180702588","Establishment","11/02/2018",
"Jede LLC","Timberlake Golf Course","957 County Road 700 E","Sullivan","IL","61951","Moultrie","140702638","Establishment","03/26/2015",
"Jedi's Garden, Inc.","JEDI'S GARDEN RESTAURANT","9266 S. CICERO AVE","Oak Lawn","IL","60453","Cook","130702880","Establishment","11/21/2013",
"JEFF LESLIE LANCASTER","THE OTHER BAR","436 NORTH MAIN STREET","MILLEDGEVILLE","IL","61051","Carroll","140704032","Establishment","05/28/2015",
"Jefferson-Horton Amer Legion Post #340","Jefferson-Horton Post 340","1010 South Main Street ","Rockford","IL","61101","Winnebago","140701172","Establishment","04/30/2014",
"Jeffrey D. Mettler","Grantfork Bowl","302 East Pocahontas Road","Highland","IL","62249","Madison","120706665","Establishment","12/20/2012",
"JELLEYBEAN SHIRTS & SIGNS LLC","JELLEYBEAN SHIRTS & SIGNS","208 W Main Street","Mechanicsburg","IL","62545","Sangamon","130705266","Establishment","02/26/2014",
"Jelly Grove LLC","Jelly Cafe","795 W Dundee","Palatine","IL","60074","Cook","180702299","Establishment","04/18/2019",
"JEMMAS SLOTS INC.","Jemmas Slots","1395 Main St. Unit A","Crete","IL","60417","Will","170700483","Establishment","04/21/2017",
"Jen's Place Bar and Grill Corp.","Jen's Place Bar and Grill","36 E Fort Street","Farmington","IL","61531","Fulton","130705130","Establishment","12/19/2013",
"JENLEN, INC.","HAMMOND PUB","102 E First Street","Hammond","IL","61929","Piatt","120711119","Establishment","12/19/2013",
"Jennifer Carmona","Gueros","222 S 9th St.","Mount Vernon","IL","62864","Jefferson","170703378","Establishment","03/07/2018",
"Jennifer Melee Files","LEGACY LANES","116 East Main Street","Stillman Valley","IL","61084","Ogle","180703747","Establishment","01/30/2019",
"Jennifer Whitaker","Jen's BowenArrow","120 E. 5th Street","Bowen","IL","62316","Hancock","180704253","Establishment","04/18/2019",
"Jenny Wren Club, Inc.","Jenny Wren Club","375 East Water Street","Bushnell","IL","61422","Mcdonough","120700680","Establishment","10/18/2012",
"Jenny's Parlor, Inc.","Jenny's Parlor","768 Bainbridge St","Barry","IL","62312","Pike","180704259","Establishment","04/18/2019",
"JENNY'S STEAK HOUSE, LTD.","JENNY'S STEAK HOUSE ","11041 S MENARD ","Chicago Ridge","IL","60415","Cook","120705732","Establishment","03/20/2013",
"JEP INC.","Hamilton's Pub","14196 McCarthy Rd.","Lemont","IL","60439","Cook","160702417","Establishment","02/22/2017",
"JEREMY SNEED, INC.","Trackside Bar & Grill","201 Broadway St.","Mount Vernon","IL","62864","Jefferson","160700645","Establishment","06/02/2016",
"JERK FLAVORS RESTAURANT & LOUNGE LLC","JERK FLAVORS RESTAURANT & LOUNGE","3039 W. 159th St. STE B","Markham","IL","60428","Cook","180702134","Establishment","09/14/2018",
"Jerry's Bar & Grill, Inc.","Jerry's Bar & Grill","770 State Rt. 251","Compton","IL","61318","Lee","130700542","Establishment","09/19/2013",
"Jerry's East End Tavern, Inc.","Jerry's East End","120 East State Street","Lovington","IL","61937","Moultrie","120702115","Establishment","12/20/2012",
"JERRY'S GRILL AND BAR, INC.","Jerry's Grill and Bar ","835 Wabash Ave","Centralia","IL","62801","Marion","120708739","Establishment","11/21/2013",
"JERRY'S TAP, INC.","Jerry's Tap","119 North Lincoln","Ransom","IL","60470","La Salle","120709907","Establishment","05/23/2013",
"Jersey Pub, Inc.","George's Local Brew","205 S. State Street","Jerseyville","IL","62052","Jersey","170700024","Establishment","02/22/2017",
"Jesse 66 Inc.","Jesse 66 Inc","659 15th Ave","East Moline","IL","61244","Rock Island","160702618","Establishment","01/26/2017",
"Jesse 69 Inc.","Jesse 69 Inc.","230 Sinsinawa Ave","East Dubuque","IL","61025","Jo Daviess","170702950","Establishment","02/09/2018",
"Jesse James Hideout LLC","Jesse James Hideout ","115 E. Side Square","Table Grove","IL","61482","Fulton","190700674","Establishment","06/13/2019",
"Jesse's Tavern, Inc.","Jesse's Tavern","10501 S RIDGELAND ","Chicago Ridge","IL","60415","Cook","120701200","Establishment","09/20/2012",
"Jessica Rieffer","Jackpot","207 W Central Avenue","Benld","IL","62009","Macoupin","160702794","Establishment","03/23/2017",
"JESSICA RIEFFER INC.","JESSICA RIEFFER INC.","415 North Broad Street","Carlinville","IL","62626","Macoupin","180702314","Establishment","11/02/2018",
"JESSIE'S GAMING ROOM,INC","JESSIE'S GAMING ROOM, INC.","3325 SOUTH SIXTH STREET, STE 2","SOUTHERN VIEW","IL","62703","Sangamon","180704239","Establishment","04/18/2019",
"JETA Morgan, Inc.","Coaches Corner Pub & Game Room","115 West Main Street","Salem","IL","62881","Marion","170701408","Establishment","11/16/2017",
"JEXAL'S INC.","JEXAL'S WINGZERIA","1260 N Green St","McHenry","IL","60050","Mchenry","180702192","Establishment","01/30/2019",
"JFJO Inc.","The Parlor","4001 N. Perryville Rd. Unit C104","Loves Park","IL","61111","Winnebago","180704160","Establishment","06/13/2019",
"JGS RESTAURANT GROUP, LLC","PUB 83","4868 IL ROUTE 83","LONG GROVE","IL","600475287","Lake","190701743","Establishment","11/07/2019",
"Jias Liquor Corporation","FAMOUS LIQUORS","1540 WABASH AVE","SPRINGFIELD","IL","62704","Sangamon","180704249","Establishment","09/16/2019",
"Jie Xin,Inc.","Golden Chopsticks Buffet","7923 N Alpine Rd","loves park","IL","61111","Winnebago","160704135","Establishment","08/24/2017",
"Jill Bosecker","Club 37","8221 State Highway 37","Olmsted","IL","62970","Pulaski","130701483","Establishment","11/21/2013",
"Jim & Annie's Inc.","Jim & Annie's","5654 E. State Rt. 54","Spaulding","IL","62561","Sangamon","180700004","Establishment","09/14/2018",
"JIM & JO'S BAR & GRILL CORPORATION","JIM & JO'S BAR & GRILL","821 EAST FAIRCHILD","DANVILLE","IL","61832","Vermilion","120708026","Establishment","06/20/2013",
"Jim Dandy Lounge, Inc.","Jim Dandys","1102 W. Garfield","Bartonville","IL","61607","Peoria","120702287","Establishment","10/18/2012",
"JIM SHELL LLC","JIMEZ SPORTS BAR & GRILL","11677 MAIN STREET ","ROSCOE","IL","61073","Winnebago","120702057","Establishment","05/23/2013",
"Jim Shell Rockton, Inc.","Ye Olde Rockton Pub","114 W. Main Street","Rockton","IL","61072","Winnebago","140704371","Establishment","03/26/2015",
"Jim's Downtown Steakhouse, Inc.","Jim's Downtown Steakhouse","110 SW Jefferson St.","Peoria","IL","61602","Peoria","140700984","Establishment","04/30/2014",
"Jim's Hunting and Fishing Adventures,Inc.","The Corner Tavern","838 S 19 th Street","Mount Vernon","IL","62864","Jefferson","120709900","Establishment","07/18/2013",
"Jim's Lounge, Inc.","Jim's Lounge","125 Hennepin St.","La Salle","IL","61301","La Salle","120707997","Establishment","03/20/2013",
"Jim's Place LLC","Jim's Place","403 West Kirby Avenue","Champaign","IL","61820","Champaign","150704004","Establishment","03/04/2016",
"JIM-KOU, INC","JIMMY'S BAR","2801 W FARMINGTON ROAD","WEST PEORIA","IL","61604","Peoria","170702369","Establishment","11/16/2017",
"JIMANI, INC.","CORNER LOUNGE","101 S PARIS","CATLIN","IL","61817","Vermilion","120700408","Establishment","12/20/2012",
"Jimbo's Place, Inc.","Jimbo's Place","310 Church St.","Millington","IL","60537","Kendall","130702527","Establishment","12/19/2013",
"Jimbos Knucklehead Saloon, Inc.","Jimbos Knucklehead Saloon","902 16th Avenue","East Moline","IL","61244","Rock Island","120707209","Establishment","05/23/2013",
"JIMMY'S CHARHOUSE OF ELGIN, INC.","JIMMY'S CHARHOUSE","2290 POINT BLVD","ELGIN","IL","60123","Kane","130704557","Establishment","05/29/2014",
"JIMMY'S CHICKEN & RIBS, INC.","Jimmy's Chicken & Ribs","551 S. 8th Ave.","West Dundee","IL","60118","Kane","190701349","Establishment","09/16/2019",
"Jimmy's Drive-In, Inc.","Jimmy's Drive In","8304 S Roberts Rd","Justice","IL","60458","Cook","180704144","Establishment","06/13/2019",
"JIMMY'S PIZZA, LLC","JIMMY'S PIZZA, LLC","379 E Tompkins","Galesburg","IL","61401","Knox","180704528","Establishment","04/18/2019",
"JIMMY'S PLACE ENTERPRISES, INC.","JIMMY'S PLACE","4300 Amelia Ave.","Lyons","IL","60534","Cook","120706075","Establishment","11/15/2012",
"Jimmy's Restaurant, Inc.","Jimmy's Restaurant","410 W. Lincoln Highway","Chicago Heights","IL","60411","Cook","140702659","Establishment","04/23/2015",
"Jimmy's Wife's, LTD.","Jimmy's Place","13832 Indiana Ave. ","Riverdale","IL","60827","Cook","120702252","Establishment","11/15/2012",
"JIMSAM, Inc.","Take Time Tavern","1702 7th Street","Moline","IL","61265","Rock Island","120702274","Establishment","06/20/2013",
"Jinyan Chen","Ginger Asian Bistro","3560 Court Street","Pekin","IL","61554","Tazewell","190702092","Establishment","11/07/2019",
"JJ'S DELI AND SPIRITS, INC.","JJ'S DELI & SPIRITS","6935 11TH ST ","NEW MILFORD","IL","61109","Winnebago","150701659","Establishment","09/22/2015",
"JJ's Pub, Inc.","JJ's Pub","14347 McKinley Ave","Posen","IL","60469","Cook","120704374","Establishment","10/18/2012",
"JJ's Tavern, Inc.","J.J.'s Tavern","1720 Shirland Ave","South Beloit","IL","61080","Winnebago","120700598","Establishment","02/21/2013",
"JJ-Kou, Inc.","Kouri's Pub","2929 Court Street","Pekin","IL","61554","Tazewell","120708213","Establishment","05/23/2013",
"JJAMN, Inc. ","The Hangover","1028 Cora Street","Joliet","IL","60435","Will","120702327","Establishment","04/18/2013",
"JJDM Incorporated","Elmwood Tap","114 S. Magnolia ","Elmwood","IL","61529","Peoria","120702286","Establishment","09/20/2012",
"JJJR Silver Creek Inc.","Silver Creek Saloon","2520 Mascoutah Ave","Belleville","IL","62220","St. Clair","120712650","Establishment","01/15/2014",
"JJMH INC.","NICCO'S BAR & GRILL","6300 Ogden Ave.","Berwyn","IL","60402","Cook","180704572","Establishment","06/13/2019",
"JJS RESOURCES LLC","PROSPECTORS POST","122 N GALENA AVE","Brimfield","IL","61517","Peoria","170701906","Establishment","08/24/2017",
"JK Entertainment, LLC","JK Entertainment","4 Currency Dr.","Bloomington ","IL","61701","Mclean","190700253","Establishment","11/07/2019",
"JK Partners, LLC","Roberts Roadhouse","9090 S. Roberts Rd.","Hickory Hills","IL","60457","Cook","120710784","Establishment","10/24/2013",
"JKELLER CORP.","Bulldog's Cellar","1 East Wilson","Batavia","IL","60510","Kane","170700075","Establishment","03/23/2017",
"JKL Enterprise, Inc.","Shamrock Club","200 S. Boss Street","Kewanee","IL","61443","Henry","130703304","Establishment","10/24/2013",
"JKN55, Inc.","Fairways at Greenview","2801 Putter Dr.","Centralia","IL","62801","Marion","140704258","Establishment","05/28/2015",
"JKR Enterprises, Inc.","Iron Mike's Bar & Grill","2511 Georgetown Road ","Danville","IL","61832","Vermilion","170701116","Establishment","08/24/2017",
"JLL LLC","Martini Joes","102 E Main Street","Marion","IL","62959","Williamson","130706042","Establishment","02/26/2014",
"JLV Restaurants LLC","Ted's Family Restaurant","580 Burnham Avenue ","Calumet City","IL","60409","Cook","180702624","Establishment","11/02/2018",
"JMAM, INC.","DEJA BREW BAR AND GRILLE","5219 W 95TH ST","OAK LAWN","IL","60453","Cook","120702022","Establishment","12/20/2012",
"JMIZ VENTURES LLC","Linda's","202 W Route 125","Pleasant Plains","IL","62677","Sangamon","160703647","Establishment","02/22/2017",
"JMM2, LLC","Lucky Diamond","920 W Bradley Ave.","Champaign","IL","61821","Champaign","170702395","Establishment","08/24/2017",
"JO & KM Corp.","Locals","609 Douglas St","Pawnee","IL","62558","Sangamon","120705913","Establishment","12/20/2012",
"Jo Ann Raines","KORTKAMP INN ","2624 MADISON STREET ","SCHRAM CITY","IL","62049","Montgomery","120703495","Establishment","10/18/2012",
"JO'S PLACE INC.","Jo's Place Inc.","217 E. Jackson St.","Virden","IL","62690","Macoupin","120708295","Establishment","02/21/2013",
"Jo-Al Enterprises LLC","JO-AL Winery","10213 State Route 177","Mascoutah","IL","62258","St. Clair","120709067","Establishment","07/18/2013",
"Jo-Jo's Pizza & Delivery, Inc.","Jo-Jo's Pizza & Delivery","3110 S. Alpine Road","Rockford","IL","61109","Winnebago","130704644","Establishment","12/19/2013",
"Joan Strom's Other Place Inc.","The Office","305 3rd Street","Sherrard","IL","61281","Mercer","120709899","Establishment","08/22/2013",
"Joe Mamas, Inc.","The Cave","91 Sinsinawa Avenue","East Dubuque","IL","61025","Jo Daviess","120703517","Establishment","12/20/2012",
"Joe's Casa Di Amici, Inc.","Joe's Casa Di Amici","200 E. Riverside Blvd","Loves Park","IL","61111","Winnebago","160702148","Establishment","08/31/2016",
"Joe's Catering Inc.","Tucci's","1560 N State Route 50","Bourbonnais","IL","60914","Kankakee","120702194","Establishment","08/22/2013",
"Joe's Godfrey, LLC","Joe's Pizza of Godfrey","5775 Godfrey Road Ste. A","Godfrey","IL","62035","Madison","170701908","Establishment","08/24/2017",
"JOE'S HUB LOUNGE, INC.","JOE'S HUB LOUNGE","413 CHERRY AVENUE","ROCHELLE","IL","61068","Ogle","130704378","Establishment","01/15/2014",
"Joe's Italian Resturant Inc.","Gallina's Pizza","432 E. Monroe","Springfield","IL","62701","Sangamon","140700168","Establishment","03/27/2014",
"Joe's Lounge Inc.","The Cellar","111 Patterson Rd ","Joliet","IL","60436","Will","120705582","Establishment","04/18/2013",
"Joe's Pizza of Benton, Inc.","Joe's Pizza ","117 E. Main St.","Benton","IL","62812","Franklin","160703670","Establishment","01/26/2017",
"Joe's Pizza of Herrin, Inc.","Joe's Pizza of Herrin, Inc.","313 N Park Ave","Herrin","IL","629483108","Williamson","180704538","Establishment","06/13/2019",
"Joe's Pizza of Salem, Inc.","Joe's Pizza of Salem","402 E Main Street","Salem","IL","62881","Marion","140703154","Establishment","03/26/2015",
"JOE'S PIZZERIA INC.","JOE'S PIZZA","57 N Wolf Rd","Wheeling","IL","600902937","Cook","160702202","Establishment","10/07/2016",
"JOE'S PLACE OF THE VALLEY, INC.","Joe's Place","110 E. 22nd Ave.","Coal Valley","IL","61240","Rock Island","190700388","Establishment","08/08/2019",
"Joe's Sportspage Ltd.","Dusty Boots Saloon & Eatery","3907 Broadway","Rockford","IL","61108","Winnebago","120700720","Establishment","12/20/2012",
"JOEY'S PIZZA, INC.","JOEY'S PIZZA, INC.","1801 S. Wolf Rd. BLDG 1","Hillside","IL","60162","Cook","190701122","Establishment","11/07/2019",
"JOGA, LLC","JJ","2102 W. Algonquin Rd.","Lake In The Hills","IL","60156","Mchenry","160704204","Establishment","11/16/2017",
"John & Naomi's Corner Tap, Inc.","John & Tara's Corner Tap Inc","145 N. Bushnell","Sheridan","IL","60551","La Salle","120704500","Establishment","03/20/2013",
"John D. Lattanzi","John' L","335-154th Place","Calumet City","IL","60409","Cook","120710095","Establishment","08/22/2013",
"John E Schutte & Paul E Workman","Jed's Brew House","1007 N 18TH ST","QUINCY","IL","62301","Adams","120709152","Establishment","08/22/2013",
"John Ebener","Ninth St Pub","253 9TH ST ","La Salle","IL","61301","La Salle","120706387","Establishment","12/20/2012",
"JOHN H. SHAW","STUBBY'S TAVERN","1517 NORTH 3RD STREET","QUINCY","IL","62301","Adams","140702991","Establishment","09/23/2014",
"John Helige","4th Street Lanes","2120 South 4th Street","Greenville","IL","62246","Bond","120709297","Establishment","04/18/2013",
"John L's II Inc.","John L's II","12456 South Western Avenue","Blue Island","IL","60406","Cook","120709655","Establishment","10/24/2013",
"John L. Witherow Sr. and Peggy S. Witherow","Skybox","1118 East Route 30","Rock Falls","IL","61071","Whiteside","130701459","Establishment","10/24/2013",
"JOHN LOUIS STEITZ III","STEITZ'S","25400 W. Bluff Lane","Antioch","IL","60002","Lake","160700143","Establishment","10/07/2016",
"John Schieppe","Schiappa's","402 S Madison St","Lebanon","IL","62254","St. Clair","150703454","Establishment","12/16/2015",
"John W. Hicks","BUD'S","1511 BLUFF STREET","MARSEILLES","IL","61341","La Salle","120706847","Establishment","06/20/2013",
"John's Beef 'N Beer, Inc.","O'MALLEY'S PUB & EATERY","701 HILL AVENUE","AURORA","IL","60505","DuPage","120711282","Establishment","10/24/2013",
"John's Restaurant & Pizzeria, Inc.","John's Restaurant & Pizzeria","2914 11th St","Rockford","IL","61109","Winnebago","130703247","Establishment","11/21/2013",
"JOHNNIE'S GRILL, INC.","JOHNNIE'S GRILL ","4401 W. LAKE ST.","MELROSE PARK","IL","60160","Cook","130704556","Establishment","05/29/2014",
"JOHNNIE'S TAP, INC.","JOHNNIE'S TAP","1118 4TH STREET","FULTON","IL","61252","Whiteside","120704152","Establishment","01/24/2013",
"JOHNNY B' S TAVERN, INC.","JOHNNY B'S","301 SOUTH WASHINGTON ST.","BARTELSO","IL","62218","Clinton","130705023","Establishment","01/15/2014",
"JOHNNY K'S RESTAURANT, INC.","Johnny K's Restaurant","17816 S TORRENCE AVE","Lansing","IL","60438","Cook","120712600","Establishment","08/22/2013",
"Johnny Stoner","Super City Bar & Grill","2340 Devers Road","Metropolis","IL","62960","Massac","180703929","Establishment","04/18/2019",
"Johnny's Cafe, Inc.","Johnny's Cafe","89 E. Grand Ave.","Fox Lake","IL","60020","Lake","180704188","Establishment","11/07/2019",
"Johnny's Chophouse, LLC","Johnny's Chophouse","1500 Main Street","Antioch","IL","60002","Lake","180701007","Establishment","11/02/2018",
"Johnny's Inc.","Johnny's","1008 N. Hickory St.","Joliet","IL","60435","Will","190701438","Establishment","08/08/2019",
"JOHNNY'S PIZZA, INC.","JOHNNY'S PIZZA","265-271 South Schuyler","Kankakee","IL","60901","Kankakee","150702652","Establishment","06/02/2016",
